PartieId;Seed;NumCoup;Joueur;Action;Detail;PhaseAvant;PhaseApres;TaillePileAvant;TaillePileApres
1;1035191123;536;Bot1;Joue;Roi♣;Travail;Travail;1;2
1;1035191123;537;Bot2;Joue;Roi♠;Travail;Travail;2;3
1;1035191123;539;Bot2;Joue;Four♥;Travail;Travail;0;1
1;1035191123;540;Bot1;Joue;Seven♣;Travail;Travail;1;2
1;1035191123;541;Bot2;Joue;Seven♥;Travail;Travail;2;3
1;1035191123;542;Bot1;Joue;Eight♥;Travail;Travail;3;4
1;1035191123;543;Bot2;Joue;Nine♥;Travail;Travail;4;5
1;1035191123;544;Bot1;Joue;Ten♠;Travail;Travail;5;6
1;1035191123;545;Bot2;Joue;Ten♣;Travail;Travail;6;7
1;1035191123;546;Bot1;Joue;Roi♣;Travail;Travail;7;8
1;1035191123;548;Bot1;Joue;Six♠;Travail;Travail;0;1
1;1035191123;549;Bot2;Joue;Eight♥;Travail;Travail;1;2
1;1035191123;550;Bot1;Joue;Dame♠;Travail;Travail;2;3
1;1035191123;551;Bot2;Joue;Roi♣;Travail;Travail;3;4
1;1035191123;552;Bot1;Joue;Roi♠;Travail;Travail;4;5
1;1035191123;554;Bot1;Joue;Eight♠;Travail;Travail;0;1
1;1035191123;555;Bot2;Joue;Roi♠;Travail;Travail;1;2
1;1035191123;557;Bot2;Joue;Six♣;Travail;Travail;0;1
1;1035191123;558;Bot1;Joue;Seven♠;Travail;Travail;1;2
1;1035191123;559;Bot2;Joue;Nine♦;Travail;Travail;2;3
1;1035191123;560;Bot1;Joue;Dame♦;Travail;Travail;3;4
1;1035191123;561;Bot2;Joue;Dame♠;Travail;Travail;4;5
1;1035191123;562;Bot1;Joue;Roi♠;Travail;Travail;5;6
1;1035191123;563;Bot2;Joue;Roi♣;Travail;Travail;6;7
1;1035191123;565;Bot2;Joue;Six♠;Travail;Travail;0;1
1;1035191123;566;Bot1;Joue;Dame♠;Travail;Travail;1;2
1;1035191123;568;Bot1;Joue;Roi♠;Travail;Travail;0;1
1;1035191123;570;Bot1;Joue;Six♣;Travail;Travail;0;1
1;1035191123;571;Bot2;Joue;Nine♥;Travail;Travail;1;2
1;1035191123;572;Bot1;Joue;Nine♦;Travail;Travail;2;3
1;1035191123;573;Bot2;Joue;Prêtre♣;Travail;Travail;3;4
1;1035191123;574;Bot1;Joue;Eight♠;Travail;Travail;4;5
1;1035191123;575;Bot2;Joue;Eight♥;Travail;Travail;5;6
1;1035191123;576;Bot1;Joue;Valet♠;Travail;Travail;6;7
1;1035191123;577;Bot2;Joue;Valet♥;Travail;Travail;7;8
1;1035191123;578;Bot1;Joue;Dame♦;Travail;Travail;8;9
1;1035191123;579;Bot2;Joue;Dame♠;Travail;Travail;9;10
1;1035191123;580;Bot1;Joue;Roi♣;Travail;Travail;10;11
1;1035191123;581;Bot2;Joue;Roi♠;Travail;Travail;11;12
1;1035191123;583;Bot2;Joue;Five♣;Travail;Travail;0;1
1;1035191123;584;Bot1;Joue;Valet♠;Travail;Travail;1;2
1;1035191123;586;Bot1;Joue;Valet♥;Travail;Travail;0;1
1;1035191123;587;Bot2;Joue;Valet♠;Travail;Travail;1;2
1;1035191123;588;Bot1;Joue;Dame♦;Travail;Travail;2;3
1;1035191123;590;Bot1;Joue;Seven♠;Travail;Travail;0;1
1;1035191123;591;Bot2;Joue;Valet♥;Travail;Travail;1;2
1;1035191123;592;Bot1;Joue;Roi♠;Travail;Travail;2;3
1;1035191123;594;Bot1;Joue;Roi♣;Travail;Travail;0;1
1;1035191123;595;Bot2;Joue;Roi♠;Travail;Travail;1;2
1;1035191123;597;Bot2;Joue;Four♥;Travail;Travail;0;1
1;1035191123;598;Bot1;Joue;Nine♥;Travail;Travail;1;2
1;1035191123;599;Bot2;Joue;Ten♠;Travail;Travail;2;3
1;1035191123;600;Bot1;Joue;Roi♠;Travail;Travail;3;4
1;1035191123;602;Bot1;Joue;Eight♠;Travail;Travail;0;1
1;1035191123;603;Bot2;Joue;Roi♠;Travail;Travail;1;2
1;1035191123;604;Bot1;Joue;Roi♣;Travail;Travail;2;3
1;1035191123;606;Bot1;Joue;Nine♦;Travail;Travail;0;1
1;1035191123;607;Bot2;Joue;Nine♥;Travail;Travail;1;2
1;1035191123;608;Bot1;Joue;Dame♠;Travail;Travail;2;3
1;1035191123;609;Bot2;Joue;Dame♦;Travail;Travail;3;4
1;1035191123;611;Bot2;Joue;Seven♣;Travail;Travail;0;1
1;1035191123;612;Bot1;Joue;Nine♥;Travail;Travail;1;2
1;1035191123;613;Bot2;Joue;Roi♠;Travail;Travail;2;3
1;1035191123;615;Bot2;Joue;Seven♠;Travail;Travail;0;1
1;1035191123;616;Bot1;Joue;Eight♥;Travail;Travail;1;2
1;1035191123;617;Bot2;Joue;Eight♠;Travail;Travail;2;3
1;1035191123;618;Bot1;Joue;Dame♠;Travail;Travail;3;4
1;1035191123;619;Bot2;Joue;Roi♣;Travail;Travail;4;5
1;1035191123;620;Bot1;Joue;Roi♠;Travail;Travail;5;6
1;1035191123;622;Bot1;Joue;Prêtre♣;Travail;Travail;0;1
1;1035191123;623;Bot2;Joue;Seven♥;Travail;Travail;1;2
1;1035191123;624;Bot1;Joue;Nine♦;Travail;Travail;2;3
1;1035191123;625;Bot2;Joue;Ten♠;Travail;Travail;3;4
1;1035191123;626;Bot1;Joue;Dame♦;Travail;Travail;4;5
1;1035191123;627;Bot2;Joue;Roi♠;Travail;Travail;5;6
1;1035191123;629;Bot2;Joue;Roi♣;Travail;Travail;0;1
1;1035191123;630;Bot1;Joue;Roi♠;Travail;Travail;1;2
1;1035191123;632;Bot1;Joue;Six♣;Travail;Travail;0;1
1;1035191123;633;Bot2;Joue;Valet♠;Travail;Travail;1;2
1;1035191123;634;Bot1;Joue;Dame♦;Travail;Travail;2;3
1;1035191123;635;Bot2;Joue;Dame♠;Travail;Travail;3;4
1;1035191123;637;Bot2;Joue;Six♠;Travail;Travail;0;1
1;1035191123;638;Bot1;Joue;Nine♥;Travail;Travail;1;2
1;1035191123;639;Bot2;Joue;Roi♠;Travail;Travail;2;3
1;1035191123;641;Bot2;Joue;Three♦;Travail;Travail;0;1
1;1035191123;642;Bot1;Joue;Seven♣;Travail;Travail;1;2
1;1035191123;643;Bot2;Joue;Roi♣;Travail;Travail;2;3
1;1035191123;644;Bot1;Joue;Roi♠;Travail;Travail;3;4
1;1035191123;646;Bot1;Joue;Six♠;Travail;Travail;0;1
1;1035191123;647;Bot2;Joue;Seven♠;Travail;Travail;1;2
1;1035191123;648;Bot1;Joue;Dame♦;Travail;Travail;2;3
1;1035191123;649;Bot2;Joue;Roi♠;Travail;Travail;3;4
1;1035191123;651;Bot2;Joue;Valet♥;Travail;Travail;0;1
1;1035191123;652;Bot1;Joue;Roi♠;Travail;Travail;1;2
1;1035191123;653;Bot2;Joue;Roi♣;Travail;Travail;2;3
1;1035191123;655;Bot2;Joue;Three♦;Travail;Travail;0;1
1;1035191123;656;Bot1;Joue;Seven♥;Travail;Travail;1;2
1;1035191123;657;Bot2;Joue;Ten♣;Travail;Travail;2;3
1;1035191123;658;Bot1;Joue;Valet♠;Travail;Travail;3;4
1;1035191123;660;Bot1;Joue;Prêtre♣;Travail;Travail;0;1
1;1035191123;661;Bot2;Joue;Seven♣;Travail;Travail;1;2
1;1035191123;662;Bot1;Joue;Dame♠;Travail;Travail;2;3
1;1035191123;664;Bot1;Joue;Roi♣;Travail;Travail;0;1
1;1035191123;666;Bot1;Joue;Nine♥;Travail;Travail;0;1
1;1035191123;667;Bot2;Joue;Roi♣;Travail;Travail;1;2
1;1035191123;668;Bot1;Joue;Roi♠;Travail;Travail;2;3
1;1035191123;670;Bot1;Joue;Six♣;Travail;Travail;0;1
1;1035191123;671;Bot2;Joue;Seven♥;Travail;Travail;1;2
1;1035191123;672;Bot1;Joue;Ten♠;Travail;Travail;2;3
1;1035191123;673;Bot2;Joue;Dame♠;Travail;Travail;3;4
1;1035191123;674;Bot1;Joue;Dame♦;Travail;Travail;4;5
1;1035191123;675;Bot2;Joue;Roi♠;Travail;Travail;5;6
1;1035191123;677;Bot2;Joue;Four♥;Travail;Travail;0;1
1;1035191123;678;Bot1;Joue;Six♣;Travail;Travail;1;2
1;1035191123;679;Bot2;Joue;Valet♠;Travail;Travail;2;3
1;1035191123;680;Bot1;Joue;Dame♠;Travail;Travail;3;4
1;1035191123;681;Bot2;Joue;Roi♣;Travail;Travail;4;5
1;1035191123;682;Bot1;Joue;Roi♠;Travail;Travail;5;6
1;1035191123;684;Bot1;Joue;Dame♦;Travail;Travail;0;1
1;1035191123;685;Bot2;Joue;Dame♠;Travail;Travail;1;2
1;1035191123;687;Bot2;Joue;Roi♠;Travail;Travail;0;1
1;1035191123;689;Bot2;Joue;Prêtre♣;Travail;Travail;0;1
1;1035191123;690;Bot1;Joue;Seven♥;Travail;Travail;1;2
1;1035191123;691;Bot2;Joue;Eight♠;Travail;Travail;2;3
1;1035191123;692;Bot1;Joue;Valet♥;Travail;Travail;3;4
1;1035191123;693;Bot2;Joue;Roi♣;Travail;Travail;4;5
1;1035191123;694;Bot1;Joue;Roi♠;Travail;Travail;5;6
1;1035191123;696;Bot1;Joue;Seven♠;Travail;Travail;0;1
1;1035191123;697;Bot2;Joue;Valet♠;Travail;Travail;1;2
1;1035191123;698;Bot1;Joue;Dame♠;Travail;Travail;2;3
1;1035191123;699;Bot2;Joue;Roi♠;Travail;Travail;3;4
1;1035191123;701;Bot2;Joue;Six♣;Travail;Travail;0;1
1;1035191123;702;Bot1;Joue;Dame♦;Travail;Travail;1;2
1;1035191123;703;Bot2;Joue;Roi♣;Travail;Travail;2;3
1;1035191123;704;Bot1;Joue;Roi♠;Travail;Travail;3;4
1;1035191123;706;Bot1;Joue;Nine♦;Travail;Travail;0;1
1;1035191123;707;Bot2;Joue;Roi♣;Travail;Travail;1;2
1;1035191123;709;Bot2;Joue;Seven♥;Travail;Travail;0;1
1;1035191123;710;Bot1;Joue;Roi♣;Travail;Travail;1;2
1;1035191123;711;Bot2;Joue;Roi♠;Travail;Travail;2;3
1;1035191123;713;Bot2;Joue;Six♣;Travail;Travail;0;1
1;1035191123;714;Bot1;Joue;Seven♥;Travail;Travail;1;2
1;1035191123;715;Bot2;Joue;Dame♦;Travail;Travail;2;3
1;1035191123;716;Bot1;Joue;Roi♣;Travail;Travail;3;4
1;1035191123;718;Bot1;Joue;Six♠;Travail;Travail;0;1
1;1035191123;719;Bot2;Joue;Seven♥;Travail;Travail;1;2
1;1035191123;720;Bot1;Joue;Ten♠;Travail;Travail;2;3
1;1035191123;721;Bot2;Joue;Valet♥;Travail;Travail;3;4
1;1035191123;722;Bot1;Joue;Valet♠;Travail;Travail;4;5
1;1035191123;723;Bot2;Joue;Dame♦;Travail;Travail;5;6
1;1035191123;724;Bot1;Joue;Dame♠;Travail;Travail;6;7
1;1035191123;725;Bot2;Joue;Roi♣;Travail;Travail;7;8
1;1035191123;726;Bot1;Joue;Roi♠;Travail;Travail;8;9
1;1035191123;728;Bot1;Joue;Seven♠;Travail;Travail;0;1
1;1035191123;729;Bot2;Joue;Eight♥;Travail;Travail;1;2
1;1035191123;730;Bot1;Joue;Nine♦;Travail;Travail;2;3
1;1035191123;731;Bot2;Joue;Ten♣;Travail;Travail;3;4
1;1035191123;733;Bot1;Joue;Ten♣;Travail;Travail;0;1
1;1035191123;734;Bot2;Joue;Valet♥;Travail;Travail;1;2
1;1035191123;735;Bot1;Joue;2♥;Travail;Travail;2;0
1;1035191123;736;Bot1;Joue;Eight♥;Travail;Travail;0;1
1;1035191123;737;Bot2;Joue;Eight♠;Travail;Travail;1;2
1;1035191123;738;Bot1;Joue;Nine♦;Travail;Travail;2;3
1;1035191123;739;Bot2;Joue;Nine♥;Travail;Travail;3;4
1;1035191123;741;Bot2;Joue;Roi♣;Travail;Travail;0;1
1;1035191123;743;Bot2;Joue;Ten♠;Travail;Travail;0;1
1;1035191123;744;Bot1;Joue;Roi♣;Travail;Travail;1;2
1;1035191123;745;Bot2;Joue;Roi♠;Travail;Travail;2;3
1;1035191123;747;Bot2;Joue;Dame♦;Travail;Travail;0;1
1;1035191123;748;Bot1;Joue;Roi♠;Travail;Travail;1;2
1;1035191123;750;Bot1;Joue;Eight♥;Travail;Travail;0;1
1;1035191123;751;Bot2;Joue;Dame♦;Travail;Travail;1;2
1;1035191123;752;Bot1;Joue;Roi♣;Travail;Travail;2;3
1;1035191123;753;Bot2;Joue;Roi♠;Travail;Travail;3;4
1;1035191123;755;Bot2;Joue;Six♣;Travail;Travail;0;1
1;1035191123;756;Bot1;Joue;Eight♥;Travail;Travail;1;2
1;1035191123;757;Bot2;Joue;Valet♠;Travail;Travail;2;3
1;1035191123;758;Bot1;Joue;Roi♠;Travail;Travail;3;4
1;1035191123;760;Bot1;Joue;Ten♠;Travail;Travail;0;1
1;1035191123;761;Bot2;Joue;Prêtre♣;Travail;Travail;1;2
1;1035191123;762;Bot1;Joue;Nine♦;Travail;Travail;2;3
1;1035191123;763;Bot2;Joue;Dame♠;Travail;Travail;3;4
1;1035191123;764;Bot1;Joue;Roi♣;Travail;Travail;4;5
1;1035191123;765;Bot2;Joue;Roi♠;Travail;Travail;5;6
1;1035191123;767;Bot2;Joue;Six♣;Travail;Travail;0;1
1;1035191123;768;Bot1;Joue;Roi♠;Travail;Travail;1;2
1;1035191123;770;Bot1;Joue;Dame♦;Travail;Travail;0;1
1;1035191123;771;Bot2;Joue;Roi♠;Travail;Travail;1;2
1;1035191123;772;Bot1;Joue;Roi♣;Travail;Travail;2;3
1;1035191123;774;Bot1;Joue;Ten♠;Travail;Travail;0;1
1;1035191123;775;Bot2;Joue;Roi♠;Travail;Travail;1;2
1;1035191123;777;Bot2;Joue;Three♦;Travail;Travail;0;1
1;1035191123;778;Bot1;Joue;Ten♠;Travail;Travail;1;2
1;1035191123;779;Bot2;Joue;Valet♠;Travail;Travail;2;3
1;1035191123;780;Bot1;Joue;Roi♠;Travail;Travail;3;4
1;1035191123;781;Bot2;Joue;Roi♣;Travail;Travail;4;5
1;1035191123;783;Bot2;Joue;Six♠;Travail;Travail;0;1
1;1035191123;784;Bot1;Joue;Eight♠;Travail;Travail;1;2
1;1035191123;785;Bot2;Joue;Eight♥;Travail;Travail;2;3
1;1035191123;786;Bot1;Joue;Ten♠;Travail;Travail;3;4
1;1035191123;787;Bot2;Joue;Dame♦;Travail;Travail;4;5
1;1035191123;788;Bot1;Joue;Dame♠;Travail;Travail;5;6
1;1035191123;790;Bot1;Joue;Prêtre♣;Travail;Travail;0;1
1;1035191123;791;Bot2;Joue;Six♣;Travail;Travail;1;2
1;1035191123;792;Bot1;Joue;Seven♠;Travail;Travail;2;3
1;1035191123;793;Bot2;Joue;Dame♦;Travail;Travail;3;4
1;1035191123;794;Bot1;Joue;Roi♠;Travail;Travail;4;5
1;1035191123;796;Bot1;Joue;Nine♦;Travail;Travail;0;1
1;1035191123;797;Bot2;Joue;Dame♠;Travail;Travail;1;2
1;1035191123;798;Bot1;Joue;Roi♣;Travail;Travail;2;3
1;1035191123;799;Bot2;Joue;Roi♠;Travail;Travail;3;4
1;1035191123;801;Bot2;Joue;Six♠;Travail;Travail;0;1
1;1035191123;802;Bot1;Joue;Dame♠;Travail;Travail;1;2
1;1035191123;803;Bot2;Joue;Dame♦;Travail;Travail;2;3
1;1035191123;804;Bot1;Joue;Roi♠;Travail;Travail;3;4
1;1035191123;806;Bot1;Joue;Three♦;Travail;Travail;0;1
1;1035191123;807;Bot2;Joue;Seven♣;Travail;Travail;1;2
1;1035191123;808;Bot1;Joue;Nine♥;Travail;Travail;2;3
1;1035191123;809;Bot2;Joue;Dame♦;Travail;Travail;3;4
1;1035191123;810;Bot1;Joue;Roi♣;Travail;Travail;4;5
1;1035191123;811;Bot2;Joue;Roi♠;Travail;Travail;5;6
1;1035191123;813;Bot2;Joue;Four♥;Travail;Travail;0;1
1;1035191123;814;Bot1;Joue;Valet♠;Travail;Travail;1;2
1;1035191123;815;Bot2;Joue;Dame♠;Travail;Travail;2;3
1;1035191123;816;Bot1;Joue;Dame♦;Travail;Travail;3;4
1;1035191123;818;Bot1;Joue;Roi♣;Travail;Travail;0;1
1;1035191123;820;Bot1;Joue;Nine♦;Travail;Travail;0;1
1;1035191123;821;Bot2;Joue;Roi♣;Travail;Travail;1;2
1;1035191123;822;Bot1;Joue;Roi♠;Travail;Travail;2;3
1;1035191123;824;Bot1;Joue;Three♦;Travail;Travail;0;1
1;1035191123;825;Bot2;Joue;Dame♦;Travail;Travail;1;2
1;1035191123;827;Bot2;Joue;Six♠;Travail;Travail;0;1
1;1035191123;828;Bot1;Joue;Nine♥;Travail;Travail;1;2
1;1035191123;829;Bot2;Joue;Ten♠;Travail;Travail;2;3
1;1035191123;830;Bot1;Joue;Dame♦;Travail;Travail;3;4
1;1035191123;831;Bot2;Joue;Dame♠;Travail;Travail;4;5
1;1035191123;833;Bot2;Joue;Six♣;Travail;Travail;0;1
1;1035191123;834;Bot1;Joue;Ten♠;Travail;Travail;1;2
1;1035191123;835;Bot2;Joue;Roi♣;Travail;Travail;2;3
1;1035191123;837;Bot2;Joue;Seven♠;Travail;Travail;0;1
1;1035191123;838;Bot1;Joue;Roi♣;Travail;Travail;1;2
1;1035191123;839;Bot2;Joue;Roi♠;Travail;Travail;2;3
1;1035191123;841;Bot2;Joue;Five♣;Travail;Travail;0;1
1;1035191123;842;Bot1;Joue;Six♣;Travail;Travail;1;2
1;1035191123;843;Bot2;Joue;Nine♦;Travail;Travail;2;3
1;1035191123;844;Bot1;Joue;Dame♠;Travail;Travail;3;4
1;1035191123;846;Bot1;Joue;Six♠;Travail;Travail;0;1
1;1035191123;847;Bot2;Joue;Valet♠;Travail;Travail;1;2
1;1035191123;848;Bot1;Joue;Dame♦;Travail;Travail;2;3
1;1035191123;849;Bot2;Joue;Dame♠;Travail;Travail;3;4
1;1035191123;850;Bot1;Joue;Roi♣;Travail;Travail;4;5
1;1035191123;852;Bot1;Joue;Ten♠;Travail;Travail;0;1
1;1035191123;853;Bot2;Joue;Dame♠;Travail;Travail;1;2
1;1035191123;854;Bot1;Joue;Roi♠;Travail;Travail;2;3
1;1035191123;855;Bot2;Joue;Roi♣;Travail;Travail;3;4
1;1035191123;857;Bot2;Joue;Eight♠;Travail;Travail;0;1
1;1035191123;858;Bot1;Joue;Dame♠;Travail;Travail;1;2
1;1035191123;859;Bot2;Joue;Dame♦;Travail;Travail;2;3
1;1035191123;860;Bot1;Joue;Roi♠;Travail;Travail;3;4
1;1035191123;862;Bot1;Joue;Nine♥;Travail;Travail;0;1
1;1035191123;863;Bot2;Joue;Roi♠;Travail;Travail;1;2
1;1035191123;864;Bot1;Joue;Roi♣;Travail;Travail;2;3
1;1035191123;866;Bot1;Joue;Seven♣;Travail;Travail;0;1
1;1035191123;867;Bot2;Joue;Valet♠;Travail;Travail;1;2
1;1035191123;869;Bot2;Joue;Six♣;Travail;Travail;0;1
1;1035191123;870;Bot1;Joue;Ten♠;Travail;Travail;1;2
1;1035191123;871;Bot2;Joue;Dame♠;Travail;Travail;2;3
1;1035191123;873;Bot2;Joue;Eight♠;Travail;Travail;0;1
1;1035191123;874;Bot1;Joue;Valet♠;Travail;Travail;1;2
1;1035191123;875;Bot2;Joue;Roi♣;Travail;Travail;2;3
1;1035191123;877;Bot2;Joue;Five♣;Travail;Travail;0;1
1;1035191123;878;Bot1;Joue;Six♣;Travail;Travail;1;2
1;1035191123;879;Bot2;Joue;Seven♥;Travail;Travail;2;3
1;1035191123;880;Bot1;Joue;Ten♠;Travail;Travail;3;4
1;1035191123;881;Bot2;Joue;Roi♠;Travail;Travail;4;5
1;1035191123;882;Bot1;Joue;Roi♣;Travail;Travail;5;6
1;1035191123;884;Bot1;Joue;Valet♠;Travail;Travail;0;1
1;1035191123;885;Bot2;Joue;Roi♠;Travail;Travail;1;2
1;1035191123;887;Bot2;Joue;Eight♥;Travail;Travail;0;1
1;1035191123;888;Bot1;Joue;Dame♠;Travail;Travail;1;2
1;1035191123;889;Bot2;Joue;Roi♣;Travail;Travail;2;3
1;1035191123;890;Bot1;Joue;Roi♠;Travail;Travail;3;4
1;1035191123;892;Bot1;Joue;Three♦;Travail;Travail;0;1
1;1035191123;893;Bot2;Joue;Four♥;Travail;Travail;1;2
1;1035191123;894;Bot1;Joue;Seven♣;Travail;Travail;2;3
1;1035191123;895;Bot2;Joue;Roi♣;Travail;Travail;3;4
1;1035191123;897;Bot2;Joue;Dame♠;Travail;Travail;0;1
1;1035191123;898;Bot1;Joue;Roi♣;Travail;Travail;1;2
1;1035191123;899;Bot2;Joue;Roi♠;Travail;Travail;2;3
1;1035191123;901;Bot2;Joue;Five♣;Travail;Travail;0;1
1;1035191123;902;Bot1;Joue;Eight♠;Travail;Travail;1;2
1;1035191123;903;Bot2;Joue;Nine♥;Travail;Travail;2;3
1;1035191123;904;Bot1;Joue;Roi♠;Travail;Travail;3;4
1;1035191123;906;Bot1;Joue;Three♦;Travail;Travail;0;1
1;1035191123;907;Bot2;Joue;Dame♦;Travail;Travail;1;2
1;1035191123;908;Bot1;Joue;Roi♣;Travail;Travail;2;3
1;1035191123;909;Bot2;Joue;Roi♠;Travail;Travail;3;4
1;1035191123;911;Bot2;Joue;Seven♥;Travail;Travail;0;1
1;1035191123;912;Bot1;Joue;Dame♠;Travail;Travail;1;2
1;1035191123;914;Bot1;Joue;Valet♠;Travail;Travail;0;1
1;1035191123;915;Bot2;Joue;Dame♠;Travail;Travail;1;2
1;1035191123;916;Bot1;Joue;Roi♠;Travail;Travail;2;3
1;1035191123;918;Bot1;Joue;Dame♦;Travail;Travail;0;1
1;1035191123;919;Bot2;Joue;Dame♠;Travail;Travail;1;2
1;1035191123;920;Bot1;Joue;Roi♣;Travail;Travail;2;3
1;1035191123;921;Bot2;Joue;Roi♠;Travail;Travail;3;4
1;1035191123;923;Bot2;Joue;Prêtre♣;Travail;Travail;0;1
1;1035191123;924;Bot1;Joue;Four♥;Travail;Travail;1;2
1;1035191123;925;Bot2;Joue;Five♣;Travail;Travail;2;3
1;1035191123;926;Bot1;Joue;Seven♣;Travail;Travail;3;4
1;1035191123;927;Bot2;Joue;Eight♠;Travail;Travail;4;5
1;1035191123;928;Bot1;Joue;Dame♠;Travail;Travail;5;6
1;1035191123;930;Bot1;Joue;Roi♠;Travail;Travail;0;1
1;1035191123;932;Bot1;Joue;Roi♣;Travail;Travail;0;1
1;1035191123;933;Bot2;Joue;Roi♠;Travail;Travail;1;2
1;1035191123;935;Bot2;Joue;Prêtre♣;Travail;Travail;0;1
1;1035191123;936;Bot1;Joue;Seven♠;Travail;Travail;1;2
1;1035191123;937;Bot2;Joue;Nine♥;Travail;Travail;2;3
1;1035191123;938;Bot1;Joue;Roi♠;Travail;Travail;3;4
1;1035191123;940;Bot1;Joue;Roi♣;Travail;Travail;0;1
1;1035191123;941;Bot2;Joue;Roi♠;Travail;Travail;1;2
1;1035191123;943;Bot2;Joue;Dame♠;Travail;Travail;0;1
1;1035191123;944;Bot1;Joue;Dame♦;Travail;Travail;1;2
1;1035191123;946;Bot1;Joue;Roi♠;Travail;Travail;0;1
1;1035191123;948;Bot1;Joue;Roi♣;Travail;Travail;0;1
1;1035191123;949;Bot2;Joue;Roi♠;Travail;Travail;1;2
1;1035191123;951;Bot2;Joue;Eight♥;Travail;Travail;0;1
1;1035191123;952;Bot1;Joue;Roi♣;Travail;Travail;1;2
1;1035191123;954;Bot1;Joue;Three♦;Travail;Travail;0;1
1;1035191123;955;Bot2;Joue;Six♠;Travail;Travail;1;2
1;1035191123;956;Bot1;Joue;Roi♠;Travail;Travail;2;3
1;1035191123;957;Bot2;Joue;Roi♣;Travail;Travail;3;4
1;1035191123;959;Système;FinDePartie;"Psycko=Bot2;TotalCoups=958";-;-;0;0
